	Gene name	Gene	Tissue	Cell type	Level	Reliability
3129	CSNK1A1	ENSG00000113712	cerebral cortex	neuronal cells	Not detected	Uncertain
3130	CSNK1A1	ENSG00000113712	cerebral cortex	neuropil	Low	Uncertain
3131	CSNK1A1	ENSG00000113712	cervix, uterine	squamous epithelial cells	Low	Uncertain
3132	CSNK1A1	ENSG00000113712	colon	endothelial cells	Low	Uncertain
3133	CSNK1A1	ENSG00000113712	colon	glandular cells	Medium	Uncertain
3134	CSNK1A1	ENSG00000113712	colon	peripheral nerve/ganglion	Medium	Uncertain
3135	CSNK1A1	ENSG00000113712	duodenum	glandular cells	Medium	Uncertain
3136	CSNK1A1	ENSG00000113712	endometrium 1	cells in endometrial stroma	Low	Uncertain
3137	CSNK1A1	ENSG00000113712	endometrium 1	glandular cells	Medium	Uncertain
3138	CSNK1A1	ENSG00000113712	endometrium 2	cells in endometrial stroma	Not detected	Uncertain
3139	CSNK1A1	ENSG00000113712	endometrium 2	glandular cells	High	Uncertain
3140	CSNK1A1	ENSG00000113712	epididymis	glandular cells	Low	Uncertain
3141	CSNK1A1	ENSG00000113712	esophagus	squamous epithelial cells	Medium	Uncertain
3142	CSNK1A1	ENSG00000113712	fallopian tube	glandular cells	Medium	Uncertain
3143	CSNK1A1	ENSG00000113712	gallbladder	glandular cells	Medium	Uncertain
3144	CSNK1A1	ENSG00000113712	heart muscle	cardiomyocytes	Low	Uncertain
3145	CSNK1A1	ENSG00000113712	hippocampus	glial cells	Not detected	Uncertain
3146	CSNK1A1	ENSG00000113712	hippocampus	neuronal cells	Medium	Uncertain
3147	CSNK1A1	ENSG00000113712	kidney	cells in glomeruli	Not detected	Uncertain
3148	CSNK1A1	ENSG00000113712	kidney	cells in tubules	Low	Uncertain
3149	CSNK1A1	ENSG00000113712	liver	cholangiocytes	Not detected	Uncertain
3150	CSNK1A1	ENSG00000113712	liver	hepatocytes	Not detected	Uncertain
3151	CSNK1A1	ENSG00000113712	lung	alveolar cells	Not detected	Uncertain
3152	CSNK1A1	ENSG00000113712	lung	macrophages	Medium	Uncertain
3153	CSNK1A1	ENSG00000113712	lymph node	germinal center cells	Medium	Uncertain
3154	CSNK1A1	ENSG00000113712	lymph node	non-germinal center cells	Low	Uncertain
3155	CSNK1A1	ENSG00000113712	nasopharynx	respiratory epithelial cells	Medium	Uncertain
3156	CSNK1A1	ENSG00000113712	oral mucosa	squamous epithelial cells	Medium	Uncertain
3157	CSNK1A1	ENSG00000113712	ovary	ovarian stroma cells	Not detected	Uncertain
3158	CSNK1A1	ENSG00000113712	pancreas	exocrine glandular cells	Low	Uncertain
3159	CSNK1A1	ENSG00000113712	pancreas	pancreatic endocrine cells	Medium	Uncertain
3160	CSNK1A1	ENSG00000113712	parathyroid gland	glandular cells	Low	Uncertain
3161	CSNK1A1	ENSG00000113712	placenta	trophoblastic cells	High	Uncertain
3162	CSNK1A1	ENSG00000113712	prostate	glandular cells	Medium	Uncertain
3163	CSNK1A1	ENSG00000113712	rectum	glandular cells	Medium	Uncertain
3164	CSNK1A1	ENSG00000113712	salivary gland	glandular cells	Medium	Uncertain
3165	CSNK1A1	ENSG00000113712	seminal vesicle	glandular cells	Not detected	Uncertain
3166	CSNK1A1	ENSG00000113712	skeletal muscle	myocytes	Medium	Uncertain
3167	CSNK1A1	ENSG00000113712	skin 1	fibroblasts	Not detected	Uncertain
3168	CSNK1A1	ENSG00000113712	skin 1	keratinocytes	Low	Uncertain
3169	CSNK1A1	ENSG00000113712	skin 1	Langerhans	Medium	Uncertain
3170	CSNK1A1	ENSG00000113712	skin 1	melanocytes	Low	Uncertain
3171	CSNK1A1	ENSG00000113712	skin 2	epidermal cells	Low	Uncertain
3172	CSNK1A1	ENSG00000113712	small intestine	glandular cells	Medium	Uncertain
3173	CSNK1A1	ENSG00000113712	smooth muscle	smooth muscle cells	Not detected	Uncertain
3174	CSNK1A1	ENSG00000113712	soft tissue 1	fibroblasts	Not detected	Uncertain
3175	CSNK1A1	ENSG00000113712	soft tissue 2	fibroblasts	Not detected	Uncertain
3176	CSNK1A1	ENSG00000113712	soft tissue 2	peripheral nerve	Low	Uncertain
3177	CSNK1A1	ENSG00000113712	spleen	cells in red pulp	Low	Uncertain
3178	CSNK1A1	ENSG00000113712	spleen	cells in white pulp	Low	Uncertain
3179	CSNK1A1	ENSG00000113712	stomach 1	glandular cells	Medium	Uncertain
3180	CSNK1A1	ENSG00000113712	stomach 2	glandular cells	Medium	Uncertain
3181	CSNK1A1	ENSG00000113712	testis	cells in seminiferous ducts	High	Uncertain
3182	CSNK1A1	ENSG00000113712	testis	Leydig cells	Medium	Uncertain
3183	CSNK1A1	ENSG00000113712	thyroid gland	glandular cells	Medium	Uncertain
3184	CSNK1A1	ENSG00000113712	tonsil	germinal center cells	Medium	Uncertain
3185	CSNK1A1	ENSG00000113712	tonsil	non-germinal center cells	Low	Uncertain
3186	CSNK1A1	ENSG00000113712	tonsil	squamous epithelial cells	Medium	Uncertain
3187	CSNK1A1	ENSG00000113712	urinary bladder	urothelial cells	Medium	Uncertain
3188	CSNK1A1	ENSG00000113712	vagina	squamous epithelial cells	Medium	Uncertain
3189	PRKCI	ENSG00000163558	adipose tissue	adipocytes	Not detected	Approved
3190	PRKCI	ENSG00000163558	adrenal gland	glandular cells	Medium	Approved
3191	PRKCI	ENSG00000163558	appendix	glandular cells	Medium	Approved
3192	PRKCI	ENSG00000163558	appendix	lymphoid tissue	Not detected	Approved
3193	PRKCI	ENSG00000163558	bone marrow	hematopoietic cells	Not detected	Approved
3194	PRKCI	ENSG00000163558	breast	adipocytes	Not detected	Approved
3195	PRKCI	ENSG00000163558	breast	glandular cells	Low	Approved
3196	PRKCI	ENSG00000163558	breast	myoepithelial cells	Not detected	Approved
3197	PRKCI	ENSG00000163558	bronchus	respiratory epithelial cells	Medium	Approved
3198	PRKCI	ENSG00000163558	caudate	glial cells	Not detected	Approved
3199	PRKCI	ENSG00000163558	caudate	neuronal cells	Not detected	Approved
3200	PRKCI	ENSG00000163558	cerebellum	cells in granular layer	Not detected	Approved
3201	PRKCI	ENSG00000163558	cerebellum	cells in molecular layer	Not detected	Approved
3202	PRKCI	ENSG00000163558	cerebellum	Purkinje cells	Not detected	Approved
3203	PRKCI	ENSG00000163558	cerebral cortex	endothelial cells	Not detected	Approved
3204	PRKCI	ENSG00000163558	cerebral cortex	glial cells	Not detected	Approved
3205	PRKCI	ENSG00000163558	cerebral cortex	neuronal cells	Medium	Approved
3206	PRKCI	ENSG00000163558	cerebral cortex	neuropil	Not detected	Approved
3207	PRKCI	ENSG00000163558	cervix, uterine	glandular cells	Low	Approved
3208	PRKCI	ENSG00000163558	cervix, uterine	squamous epithelial cells	Low	Approved
3209	PRKCI	ENSG00000163558	colon	endothelial cells	Not detected	Approved
3210	PRKCI	ENSG00000163558	colon	glandular cells	Medium	Approved
3211	PRKCI	ENSG00000163558	duodenum	glandular cells	Medium	Approved
3212	PRKCI	ENSG00000163558	endometrium 1	cells in endometrial stroma	Not detected	Approved
3213	PRKCI	ENSG00000163558	endometrium 1	glandular cells	Not detected	Approved
3214	PRKCI	ENSG00000163558	endometrium 2	cells in endometrial stroma	Not detected	Approved
3215	PRKCI	ENSG00000163558	endometrium 2	glandular cells	Medium	Approved
3216	PRKCI	ENSG00000163558	epididymis	glandular cells	Low	Approved
3217	PRKCI	ENSG00000163558	esophagus	squamous epithelial cells	Low	Approved
3218	PRKCI	ENSG00000163558	fallopian tube	glandular cells	High	Approved
3219	PRKCI	ENSG00000163558	gallbladder	glandular cells	Medium	Approved
3220	PRKCI	ENSG00000163558	heart muscle	cardiomyocytes	Not detected	Approved
3221	PRKCI	ENSG00000163558	hippocampus	glial cells	Not detected	Approved
3222	PRKCI	ENSG00000163558	hippocampus	neuronal cells	Not detected	Approved
3223	PRKCI	ENSG00000163558	kidney	cells in glomeruli	Medium	Approved
3224	PRKCI	ENSG00000163558	kidney	cells in tubules	Medium	Approved
3225	PRKCI	ENSG00000163558	liver	cholangiocytes	Not detected	Approved
3226	PRKCI	ENSG00000163558	liver	hepatocytes	Not detected	Approved
3227	PRKCI	ENSG00000163558	lung	alveolar cells	Medium	Approved
3228	PRKCI	ENSG00000163558	lung	macrophages	Medium	Approved
3229	PRKCI	ENSG00000163558	lymph node	germinal center cells	Not detected	Approved
3230	PRKCI	ENSG00000163558	lymph node	non-germinal center cells	Not detected	Approved
3231	PRKCI	ENSG00000163558	nasopharynx	respiratory epithelial cells	Not detected	Approved
3232	PRKCI	ENSG00000163558	oral mucosa	squamous epithelial cells	Not detected	Approved
3233	PRKCI	ENSG00000163558	ovary	follicle cells	Not detected	Approved
3234	PRKCI	ENSG00000163558	ovary	ovarian stroma cells	Not detected	Approved
3235	PRKCI	ENSG00000163558	pancreas	exocrine glandular cells	Low	Approved
3236	PRKCI	ENSG00000163558	pancreas	pancreatic endocrine cells	Low	Approved
3237	PRKCI	ENSG00000163558	parathyroid gland	glandular cells	Low	Approved
3238	PRKCI	ENSG00000163558	placenta	decidual cells	Medium	Approved
3239	PRKCI	ENSG00000163558	placenta	trophoblastic cells	Medium	Approved
3240	PRKCI	ENSG00000163558	prostate	glandular cells	Medium	Approved
3241	PRKCI	ENSG00000163558	rectum	glandular cells	Medium	Approved
3242	PRKCI	ENSG00000163558	salivary gland	glandular cells	Not detected	Approved
3243	PRKCI	ENSG00000163558	seminal vesicle	glandular cells	Low	Approved
3244	PRKCI	ENSG00000163558	skeletal muscle	myocytes	Not detected	Approved
3245	PRKCI	ENSG00000163558	skin 1	fibroblasts	Not detected	Approved
3246	PRKCI	ENSG00000163558	skin 1	keratinocytes	Not detected	Approved
3247	PRKCI	ENSG00000163558	skin 1	Langerhans	Not detected	Approved
3248	PRKCI	ENSG00000163558	skin 1	melanocytes	Not detected	Approved
3249	PRKCI	ENSG00000163558	skin 2	epidermal cells	Low	Approved
3250	PRKCI	ENSG00000163558	small intestine	glandular cells	Medium	Approved
3251	PRKCI	ENSG00000163558	smooth muscle	smooth muscle cells	Not detected	Approved
3252	PRKCI	ENSG00000163558	soft tissue 2	chondrocytes	Not detected	Approved
3253	PRKCI	ENSG00000163558	soft tissue 2	fibroblasts	Not detected	Approved
3254	PRKCI	ENSG00000163558	soft tissue 2	peripheral nerve	Not detected	Approved
3255	PRKCI	ENSG00000163558	spleen	cells in red pulp	Not detected	Approved
3256	PRKCI	ENSG00000163558	spleen	cells in white pulp	Not detected	Approved
3257	PRKCI	ENSG00000163558	stomach 1	glandular cells	High	Approved
3258	PRKCI	ENSG00000163558	stomach 2	glandular cells	High	Approved
3259	PRKCI	ENSG00000163558	testis	cells in seminiferous ducts	Medium	Approved
3260	PRKCI	ENSG00000163558	testis	Leydig cells	Low	Approved
3261	PRKCI	ENSG00000163558	thyroid gland	glandular cells	Medium	Approved
3262	PRKCI	ENSG00000163558	tonsil	germinal center cells	Not detected	Approved
3263	PRKCI	ENSG00000163558	tonsil	non-germinal center cells	Not detected	Approved
3264	PRKCI	ENSG00000163558	tonsil	squamous epithelial cells	High	Approved
3265	PRKCI	ENSG00000163558	urinary bladder	urothelial cells	Medium	Approved
3266	PRKCI	ENSG00000163558	vagina	squamous epithelial cells	Low	Approved
3267	CARD9	ENSG00000187796	adipose tissue	adipocytes	Not detected	Enhanced
3268	CARD9	ENSG00000187796	adrenal gland	glandular cells	Not detected	Enhanced
3269	CARD9	ENSG00000187796	appendix	glandular cells	Not detected	Enhanced
3270	CARD9	ENSG00000187796	appendix	lymphoid tissue	Not detected	Enhanced
3271	CARD9	ENSG00000187796	bone marrow	hematopoietic cells	Low	Enhanced
3272	CARD9	ENSG00000187796	breast	adipocytes	Not detected	Enhanced
3273	CARD9	ENSG00000187796	breast	glandular cells	Not detected	Enhanced
3274	CARD9	ENSG00000187796	breast	myoepithelial cells	Low	Enhanced
3275	CARD9	ENSG00000187796	bronchus	basal cells	Not detected	Enhanced
3276	CARD9	ENSG00000187796	bronchus	ciliated cells (cell body)	Not detected	Enhanced
3277	CARD9	ENSG00000187796	bronchus	ciliated cells (cilia axoneme)	Not detected	Enhanced
3278	CARD9	ENSG00000187796	bronchus	ciliated cells (ciliary rootlets)	Not detected	Enhanced
3279	CARD9	ENSG00000187796	bronchus	ciliated cells (tip of cilia)	Not detected	Enhanced
3280	CARD9	ENSG00000187796	bronchus	goblet cells	Not detected	Enhanced
3281	CARD9	ENSG00000187796	caudate	glial cells	Not detected	Enhanced
3282	CARD9	ENSG00000187796	caudate	neuronal cells	Not detected	Enhanced
3283	CARD9	ENSG00000187796	cerebellum	cells in granular layer	Not detected	Enhanced
3284	CARD9	ENSG00000187796	cerebellum	cells in molecular layer	Not detected	Enhanced
3285	CARD9	ENSG00000187796	cerebellum	Purkinje cells	Not detected	Enhanced
3286	CARD9	ENSG00000187796	cerebral cortex	endothelial cells	Not detected	Enhanced
3287	CARD9	ENSG00000187796	cerebral cortex	glial cells	Not detected	Enhanced
3288	CARD9	ENSG00000187796	cerebral cortex	neuronal cells	Not detected	Enhanced
3289	CARD9	ENSG00000187796	cerebral cortex	neuropil	Not detected	Enhanced
3290	CARD9	ENSG00000187796	cervix, uterine	glandular cells	Not detected	Enhanced
3291	CARD9	ENSG00000187796	cervix, uterine	squamous epithelial cells	Not detected	Enhanced
3292	CARD9	ENSG00000187796	colon	endothelial cells	Not detected	Enhanced
3293	CARD9	ENSG00000187796	colon	glandular cells	Not detected	Enhanced
3294	CARD9	ENSG00000187796	colon	peripheral nerve/ganglion	Not detected	Enhanced
3295	CARD9	ENSG00000187796	duodenum	glandular cells	Not detected	Enhanced
3296	CARD9	ENSG00000187796	endometrium 1	cells in endometrial stroma	Not detected	Enhanced
3297	CARD9	ENSG00000187796	endometrium 1	glandular cells	Not detected	Enhanced
3298	CARD9	ENSG00000187796	endometrium 2	cells in endometrial stroma	Not detected	Enhanced
3299	CARD9	ENSG00000187796	endometrium 2	glandular cells	Not detected	Enhanced
3300	CARD9	ENSG00000187796	epididymis	glandular cells	Low	Enhanced
3301	CARD9	ENSG00000187796	esophagus	squamous epithelial cells	Not detected	Enhanced
3302	CARD9	ENSG00000187796	fallopian tube	ciliated cells (cell body)	Not detected	Enhanced
3303	CARD9	ENSG00000187796	fallopian tube	ciliated cells (cilia axoneme)	Not detected	Enhanced
3304	CARD9	ENSG00000187796	fallopian tube	ciliated cells (ciliary rootlets)	Not detected	Enhanced
3305	CARD9	ENSG00000187796	fallopian tube	ciliated cells (tip of cilia)	Not detected	Enhanced
3306	CARD9	ENSG00000187796	fallopian tube	non-ciliated cells	Low	Enhanced
3307	CARD9	ENSG00000187796	gallbladder	glandular cells	Not detected	Enhanced
3308	CARD9	ENSG00000187796	heart muscle	cardiomyocytes	Not detected	Enhanced
3309	CARD9	ENSG00000187796	hippocampus	glial cells	Not detected	Enhanced
3310	CARD9	ENSG00000187796	hippocampus	neuronal cells	Not detected	Enhanced
3311	CARD9	ENSG00000187796	kidney	cells in glomeruli	Not detected	Enhanced
3312	CARD9	ENSG00000187796	kidney	cells in tubules	Not detected	Enhanced
3313	CARD9	ENSG00000187796	liver	cholangiocytes	Not detected	Enhanced
3314	CARD9	ENSG00000187796	liver	hepatocytes	Not detected	Enhanced
3315	CARD9	ENSG00000187796	lung	alveolar cells	Not detected	Enhanced
3316	CARD9	ENSG00000187796	lung	macrophages	Not detected	Enhanced
3317	CARD9	ENSG00000187796	lymph node	germinal center cells	Not detected	Enhanced
3318	CARD9	ENSG00000187796	lymph node	non-germinal center cells	Low	Enhanced
3319	CARD9	ENSG00000187796	nasopharynx	basal cells	Not detected	Enhanced
3320	CARD9	ENSG00000187796	nasopharynx	ciliated cells (cell body)	Not detected	Enhanced
3321	CARD9	ENSG00000187796	nasopharynx	ciliated cells (cilia axoneme)	Not detected	Enhanced
3322	CARD9	ENSG00000187796	nasopharynx	ciliated cells (ciliary rootlets)	Not detected	Enhanced
3323	CARD9	ENSG00000187796	nasopharynx	ciliated cells (tip of cilia)	Not detected	Enhanced
3324	CARD9	ENSG00000187796	nasopharynx	goblet cells	Not detected	Enhanced
3325	CARD9	ENSG00000187796	oral mucosa	squamous epithelial cells	Not detected	Enhanced
3326	CARD9	ENSG00000187796	ovary	ovarian stroma cells	Not detected	Enhanced
3327	CARD9	ENSG00000187796	pancreas	exocrine glandular cells	Not detected	Enhanced
3328	CARD9	ENSG00000187796	pancreas	pancreatic endocrine cells	Not detected	Enhanced
3329	CARD9	ENSG00000187796	parathyroid gland	glandular cells	Not detected	Enhanced
3330	CARD9	ENSG00000187796	placenta	decidual cells	Low	Enhanced
3331	CARD9	ENSG00000187796	placenta	trophoblastic cells	Not detected	Enhanced
3332	CARD9	ENSG00000187796	prostate	glandular cells	Not detected	Enhanced
3333	CARD9	ENSG00000187796	rectum	glandular cells	Not detected	Enhanced
3334	CARD9	ENSG00000187796	salivary gland	glandular cells	Low	Enhanced
3335	CARD9	ENSG00000187796	seminal vesicle	glandular cells	Not detected	Enhanced
3336	CARD9	ENSG00000187796	skeletal muscle	myocytes	Not detected	Enhanced
3337	CARD9	ENSG00000187796	skin 1	fibroblasts	Not detected	Enhanced
3338	CARD9	ENSG00000187796	skin 1	keratinocytes	Not detected	Enhanced
3339	CARD9	ENSG00000187796	skin 1	Langerhans	Low	Enhanced
3340	CARD9	ENSG00000187796	skin 1	melanocytes	Not detected	Enhanced
3341	CARD9	ENSG00000187796	skin 2	epidermal cells	Not detected	Enhanced
3342	CARD9	ENSG00000187796	small intestine	glandular cells	Not detected	Enhanced
3343	CARD9	ENSG00000187796	smooth muscle	smooth muscle cells	Not detected	Enhanced
3344	CARD9	ENSG00000187796	soft tissue 1	fibroblasts	Not detected	Enhanced
3345	CARD9	ENSG00000187796	soft tissue 1	peripheral nerve	Not detected	Enhanced
3346	CARD9	ENSG00000187796	soft tissue 2	fibroblasts	Not detected	Enhanced
3347	CARD9	ENSG00000187796	soft tissue 2	peripheral nerve	Not detected	Enhanced
3348	CARD9	ENSG00000187796	spleen	cells in red pulp	Medium	Enhanced
3349	CARD9	ENSG00000187796	spleen	cells in white pulp	Not detected	Enhanced
3350	CARD9	ENSG00000187796	stomach 1	glandular cells	Low	Enhanced
3351	CARD9	ENSG00000187796	stomach 2	glandular cells	Low	Enhanced
3352	CARD9	ENSG00000187796	testis	elongated or late spermatids	High	Enhanced
3353	CARD9	ENSG00000187796	testis	Leydig cells	Not detected	Enhanced
3354	CARD9	ENSG00000187796	testis	pachytene spermatocytes	Not detected	Enhanced
3355	CARD9	ENSG00000187796	testis	peritubular cells	Not detected	Enhanced
3356	CARD9	ENSG00000187796	testis	preleptotene spermatocytes	Not detected	Enhanced
3357	CARD9	ENSG00000187796	testis	round or early spermatids	Medium	Enhanced
3358	CARD9	ENSG00000187796	testis	sertoli cells	Not detected	Enhanced
3359	CARD9	ENSG00000187796	testis	spermatogonia cells	Not detected	Enhanced
3360	CARD9	ENSG00000187796	thyroid gland	glandular cells	Not detected	Enhanced
3361	CARD9	ENSG00000187796	tonsil	germinal center cells	Not detected	Enhanced
3362	CARD9	ENSG00000187796	tonsil	non-germinal center cells	Medium	Enhanced
3363	CARD9	ENSG00000187796	tonsil	squamous epithelial cells	Medium	Enhanced
3364	CARD9	ENSG00000187796	urinary bladder	urothelial cells	Not detected	Enhanced
3365	CARD9	ENSG00000187796	vagina	squamous epithelial cells	Not detected	Enhanced
3366	GSK3B	ENSG00000082701	adipose tissue	adipocytes	Not detected	Approved
3367	GSK3B	ENSG00000082701	adrenal gland	glandular cells	Low	Approved
3368	GSK3B	ENSG00000082701	appendix	glandular cells	Medium	Approved
3369	GSK3B	ENSG00000082701	appendix	lymphoid tissue	Low	Approved
3370	GSK3B	ENSG00000082701	bone marrow	hematopoietic cells	Not detected	Approved
3371	GSK3B	ENSG00000082701	breast	adipocytes	Not detected	Approved
3372	GSK3B	ENSG00000082701	breast	glandular cells	Medium	Approved
3373	GSK3B	ENSG00000082701	breast	myoepithelial cells	Not detected	Approved
3374	GSK3B	ENSG00000082701	bronchus	respiratory epithelial cells	Medium	Approved
3375	GSK3B	ENSG00000082701	caudate	glial cells	Low	Approved
3376	GSK3B	ENSG00000082701	caudate	neuronal cells	High	Approved
3377	GSK3B	ENSG00000082701	cerebellum	cells in granular layer	Medium	Approved
3378	GSK3B	ENSG00000082701	cerebellum	cells in molecular layer	High	Approved
3379	GSK3B	ENSG00000082701	cerebellum	Purkinje cells	Medium	Approved
3380	GSK3B	ENSG00000082701	cerebral cortex	endothelial cells	Low	Approved
3381	GSK3B	ENSG00000082701	cerebral cortex	glial cells	Medium	Approved
